timestamp,open,high,low,close,volume
2024-01-01T06:15:00Z,42403.64,42415.38,42310.17,42373.20,184.243
2024-01-01T06:30:00Z,42373.20,42433.51,42325.82,42360.40,163.431
2024-01-01T06:45:00Z,42360.40,42501.79,42335.65,42418.77,115.847
2024-01-01T07:00:00Z,42418.77,42418.86,42292.47,42365.54,124.611
2024-01-01T07:15:00Z,42365.54,42402.84,42231.75,42276.14,88.210
2024-01-01T07:30:00Z,42276.14,42336.90,42266.84,42284.41,50.143
2024-01-01T07:45:00Z,42284.41,42288.18,42174.64,42182.11,282.275
2024-01-01T08:00:00Z,42182.11,42352.45,42176.96,42297.33,269.502
2024-01-01T08:15:00Z,42297.33,42341.59,42291.47,42324.66,171.498
2024-01-01T08:30:00Z,42324.66,42484.72,42322.46,42454.48,168.821
2024-01-01T08:45:00Z,42454.48,42486.18,42399.94,42410.19,268.108
2024-01-01T09:00:00Z,42410.19,42423.77,42291.90,42358.36,100.288
2024-01-01T09:15:00Z,42358.36,42410.65,42196.94,42324.86,212.470
2024-01-01T09:30:00Z,42324.86,42344.23,42208.45,42230.28,134.521
2024-01-01T09:45:00Z,42230.28,42297.79,42214.19,42271.81,105.054
2024-01-01T10:00:00Z,42271.81,42405.34,42259.70,42379.52,264.909
2024-01-01T10:15:00Z,42379.52,42590.31,42366.07,42561.99,217.244
2024-01-01T10:30:00Z,42561.99,42594.21,42511.10,42572.10,168.168
2024-01-01T10:45:00Z,42572.10,42588.77,42453.05,42528.43,97.602
2024-01-01T11:00:00Z,42528.43,42628.40,42486.11,42602.52,232.269
2024-01-01T11:15:00Z,42602.52,42703.55,42493.80,42646.68,74.604
2024-01-01T11:30:00Z,42646.68,42668.98,42562.32,42583.11,97.552
2024-01-01T11:45:00Z,42583.11,42625.38,42519.79,42533.92,119.636
2024-01-01T12:00:00Z,42533.92,42630.54,42454.71,42534.16,187.581
2024-01-01T12:15:00Z,42534.16,42747.26,42483.57,42593.30,259.007
2024-01-01T12:30:00Z,42593.30,42803.12,42578.37,42784.20,171.410
2024-01-01T12:45:00Z,42784.20,42793.98,42700.04,42742.20,64.659
2024-01-01T13:00:00Z,42742.20,42827.79,42555.14,42562.25,163.752
2024-01-01T13:15:00Z,42562.25,42805.58,42512.53,42710.62,298.856
2024-01-01T13:30:00Z,42710.62,42733.96,42562.77,42582.89,292.177
2024-01-01T13:45:00Z,42582.89,42688.78,42557.48,42641.93,236.994
2024-01-01T14:00:00Z,42641.93,42767.61,42558.49,42747.71,89.358
2024-01-01T14:15:00Z,42747.71,42764.65,42740.45,42744.71,96.456
2024-01-01T14:30:00Z,42744.71,42780.75,42636.68,42638.68,272.572
2024-01-01T14:45:00Z,42638.68,42682.96,42581.41,42681.60,204.845
2024-01-01T15:00:00Z,42681.60,42709.06,42484.37,42582.83,101.065
2024-01-01T15:15:00Z,42582.83,42589.46,42523.73,42554.45,148.946
2024-01-01T15:30:00Z,42554.45,42586.13,42491.81,42520.49,68.136
2024-01-01T15:45:00Z,42520.49,42798.59,42480.85,42650.38,299.024
2024-01-01T16:00:00Z,42650.38,42716.43,42640.91,42703.29,270.216
2024-01-01T16:15:00Z,42703.29,42931.02,42675.08,42901.11,89.437
2024-01-01T16:30:00Z,42901.11,43026.25,42804.34,42968.31,213.494
2024-01-01T16:45:00Z,42968.31,43047.41,42800.60,42804.48,124.845
2024-01-01T17:00:00Z,42804.48,42891.08,42685.62,42699.68,76.759
2024-01-01T17:15:00Z,42699.68,42763.46,42688.50,42731.28,201.207
2024-01-01T17:30:00Z,42731.28,42759.52,42697.38,42719.62,172.133
2024-01-01T17:45:00Z,42719.62,42788.08,42623.40,42669.66,73.075
2024-01-01T18:00:00Z,42669.66,42685.52,42535.59,42608.74,209.278
2024-01-01T18:15:00Z,42608.74,42617.26,42538.88,42612.00,187.920
2024-01-01T18:30:00Z,42612.00,42614.61,42522.74,42601.32,275.982
2024-01-01T18:45:00Z,42601.32,42759.38,42578.49,42681.71,195.627
2024-01-01T19:00:00Z,42681.71,42726.22,42649.00,42708.34,249.031
2024-01-01T19:15:00Z,42708.34,42937.95,42638.14,42879.12,102.519
2024-01-01T19:30:00Z,42879.12,42899.21,42862.38,42879.24,151.594
2024-01-01T19:45:00Z,42879.24,42897.28,42687.35,42704.36,282.470
2024-01-01T20:00:00Z,42704.36,42946.47,42671.50,42858.37,56.197
2024-01-01T20:15:00Z,42858.37,42861.62,42655.88,42694.11,282.704
2024-01-01T20:30:00Z,42694.11,42829.94,42681.58,42749.10,246.844
2024-01-01T20:45:00Z,42749.10,42816.57,42632.20,42686.59,264.648
2024-01-01T21:00:00Z,42686.59,42791.18,42651.29,42713.69,248.836
2024-01-01T21:15:00Z,42713.69,42732.99,42704.43,42731.68,98.282
2024-01-01T21:30:00Z,42731.68,42806.98,42617.26,42651.02,210.370
2024-01-01T21:45:00Z,42651.02,42748.13,42565.94,42636.77,184.054
2024-01-01T22:00:00Z,42636.77,42683.82,42610.49,42675.95,290.634
2024-01-01T22:15:00Z,42675.95,42677.93,42645.71,42666.05,158.641
2024-01-01T22:30:00Z,42666.05,42702.73,42616.00,42656.10,146.299
2024-01-01T22:45:00Z,42656.10,42685.09,42577.79,42592.90,227.196
2024-01-01T23:00:00Z,42592.90,42788.11,42526.97,42787.07,235.488
2024-01-01T23:15:00Z,42787.07,42806.55,42718.69,42754.43,67.493
2024-01-01T23:30:00Z,42754.43,42787.28,42682.73,42715.14,229.939
2024-01-01T23:45:00Z,42715.14,42879.25,42680.22,42867.78,152.098
2024-01-02T00:00:00Z,42867.78,42888.44,42777.92,42809.08,285.091
2024-01-02T00:15:00Z,42809.08,42914.04,42726.12,42873.22,203.879
2024-01-02T00:30:00Z,42873.22,42924.50,42803.98,42839.21,157.472
2024-01-02T00:45:00Z,42839.21,42894.14,42809.12,42839.39,166.247
2024-01-02T01:00:00Z,42839.39,42849.95,42693.12,42783.86,249.006
2024-01-02T01:15:00Z,42783.86,42823.45,42768.10,42814.73,178.863
2024-01-02T01:30:00Z,42814.73,42843.42,42733.09,42762.82,218.199
2024-01-02T01:45:00Z,42762.82,42767.34,42605.10,42633.15,56.106
2024-01-02T02:00:00Z,42633.15,42684.68,42623.43,42636.29,153.610
2024-01-02T02:15:00Z,42636.29,42655.51,42589.03,42609.43,224.089
2024-01-02T02:30:00Z,42609.43,42610.56,42543.24,42545.73,237.741
2024-01-02T02:45:00Z,42545.73,42548.27,42518.24,42538.28,156.287
2024-01-02T03:00:00Z,42538.28,42730.36,42524.71,42634.45,112.300
2024-01-02T03:15:00Z,42634.45,42661.73,42593.00,42631.37,250.354
2024-01-02T03:30:00Z,42631.37,42741.43,42420.07,42505.97,272.856
2024-01-02T03:45:00Z,42505.97,42557.44,42344.57,42388.50,176.195
2024-01-02T04:00:00Z,42388.50,42487.06,42332.65,42440.29,168.669
2024-01-02T04:15:00Z,42440.29,42442.14,42324.13,42356.00,209.415
2024-01-02T04:30:00Z,42356.00,42417.37,42332.26,42366.20,69.371
2024-01-02T04:45:00Z,42366.20,42373.71,42284.81,42317.66,129.927
2024-01-02T05:00:00Z,42317.66,42323.43,42265.29,42272.93,226.605
2024-01-02T05:15:00Z,42272.93,42442.04,42255.95,42402.14,185.653
2024-01-02T05:30:00Z,42402.14,42416.71,42271.76,42352.30,196.020
2024-01-02T05:45:00Z,42352.30,42468.75,42273.65,42440.66,241.399
2024-01-02T06:00:00Z,42440.66,42443.82,42391.55,42433.92,263.362
2024-01-02T06:15:00Z,42433.92,42590.35,42421.16,42547.89,236.879
2024-01-02T06:30:00Z,42547.89,42564.43,42431.51,42437.01,158.959
2024-01-02T06:45:00Z,42437.01,42533.56,42430.04,42495.73,219.785
2024-01-02T07:00:00Z,42495.73,42510.17,42431.91,42453.63,205.564
2024-01-02T07:15:00Z,42453.63,42504.55,42446.47,42462.66,191.098
2024-01-02T07:30:00Z,42462.66,42593.10,42431.56,42582.75,62.571
2024-01-02T07:45:00Z,42582.75,42675.45,42562.52,42654.12,131.711
2024-01-02T08:00:00Z,42654.12,42701.54,42653.11,42659.99,113.068
2024-01-02T08:15:00Z,42659.99,42667.34,42494.74,42498.87,184.855
2024-01-02T08:30:00Z,42498.87,42577.79,42455.38,42577.76,212.939
2024-01-02T08:45:00Z,42577.76,42580.53,42353.82,42457.58,99.840
2024-01-02T09:00:00Z,42457.58,42509.13,42413.25,42506.01,190.992
2024-01-02T09:15:00Z,42506.01,42609.34,42441.43,42596.14,241.725
2024-01-02T09:30:00Z,42596.14,42704.37,42595.86,42653.66,254.825
2024-01-02T09:45:00Z,42653.66,42673.56,42607.10,42611.59,56.420
2024-01-02T10:00:00Z,42611.59,42670.88,42521.62,42562.94,228.754
2024-01-02T10:15:00Z,42562.94,42620.84,42510.76,42540.70,206.811
2024-01-02T10:30:00Z,42540.70,42701.96,42506.75,42658.11,80.264
2024-01-02T10:45:00Z,42658.11,42732.26,42557.21,42564.75,136.801
2024-01-02T11:00:00Z,42564.75,42582.56,42452.19,42490.99,262.394
2024-01-02T11:15:00Z,42490.99,42499.80,42470.05,42488.08,290.197
2024-01-02T11:30:00Z,42488.08,42548.14,42370.95,42382.96,233.449
2024-01-02T11:45:00Z,42382.96,42415.80,42288.33,42295.55,252.050
2024-01-02T12:00:00Z,42295.55,42307.10,42138.24,42201.10,117.099
2024-01-02T12:15:00Z,42201.10,42302.47,42137.26,42254.97,71.666
2024-01-02T12:30:00Z,42254.97,42322.89,42198.38,42301.47,144.747
2024-01-02T12:45:00Z,42301.47,42408.26,42286.67,42327.02,95.460
2024-01-02T13:00:00Z,42327.02,42436.32,42280.13,42362.70,225.296
2024-01-02T13:15:00Z,42362.70,42510.91,42356.74,42509.91,287.016
2024-01-02T13:30:00Z,42509.91,42661.27,42438.47,42626.42,222.652
2024-01-02T13:45:00Z,42626.42,42666.86,42587.12,42636.72,248.233
2024-01-02T14:00:00Z,42636.72,42703.73,42623.68,42687.05,195.389
2024-01-02T14:15:00Z,42687.05,42738.84,42610.11,42618.88,156.376
2024-01-02T14:30:00Z,42618.88,42657.07,42607.04,42616.93,112.851
2024-01-02T14:45:00Z,42616.93,42637.17,42532.99,42552.13,79.889
2024-01-02T15:00:00Z,42552.13,42568.24,42399.79,42411.53,171.050
2024-01-02T15:15:00Z,42411.53,42484.42,42296.78,42465.92,181.159
2024-01-02T15:30:00Z,42465.92,42485.05,42447.38,42457.87,94.860
2024-01-02T15:45:00Z,42457.87,42567.50,42453.21,42515.16,118.578
2024-01-02T16:00:00Z,42515.16,42630.41,42507.99,42621.71,267.115
2024-01-02T16:15:00Z,42621.71,42708.11,42574.86,42579.81,193.516
2024-01-02T16:30:00Z,42579.81,42588.58,42484.20,42489.73,285.266
2024-01-02T16:45:00Z,42489.73,42593.25,42478.72,42515.02,150.177
2024-01-02T17:00:00Z,42515.02,42649.04,42492.21,42622.09,190.710
2024-01-02T17:15:00Z,42622.09,42683.30,42493.64,42638.10,79.613
2024-01-02T17:30:00Z,42638.10,42706.65,42630.38,42648.65,180.643
2024-01-02T17:45:00Z,42648.65,42692.56,42575.54,42589.63,265.042
2024-01-02T18:00:00Z,42589.63,42664.49,42547.31,42662.21,235.022
2024-01-02T18:15:00Z,42662.21,42689.76,42572.15,42581.54,102.756
2024-01-02T18:30:00Z,42581.54,42602.60,42547.24,42554.98,50.669
2024-01-02T18:45:00Z,42554.98,42639.25,42537.50,42584.83,122.815
2024-01-02T19:00:00Z,42584.83,42666.62,42571.19,42600.32,221.846
2024-01-02T19:15:00Z,42600.32,42666.93,42476.21,42510.65,206.265
2024-01-02T19:30:00Z,42510.65,42594.65,42358.36,42405.77,211.909
2024-01-02T19:45:00Z,42405.77,42520.66,42362.57,42453.98,67.852
2024-01-02T20:00:00Z,42453.98,42522.14,42453.62,42490.68,122.153
2024-01-02T20:15:00Z,42490.68,42536.76,42334.80,42380.39,224.933
2024-01-02T20:30:00Z,42380.39,42491.49,42363.05,42473.85,59.965
2024-01-02T20:45:00Z,42473.85,42509.31,42458.33,42475.21,112.592
2024-01-02T21:00:00Z,42475.21,42716.80,42446.62,42657.60,287.697
2024-01-02T21:15:00Z,42657.60,42721.31,42561.68,42561.85,117.378
2024-01-02T21:30:00Z,42561.85,42718.28,42501.11,42700.34,279.018
2024-01-02T21:45:00Z,42700.34,42746.84,42648.85,42723.19,208.696
2024-01-02T22:00:00Z,42723.19,42724.16,42663.67,42685.86,217.533
2024-01-02T22:15:00Z,42685.86,42772.58,42656.09,42748.63,223.418
2024-01-02T22:30:00Z,42748.63,42848.69,42678.64,42699.62,163.706
2024-01-02T22:45:00Z,42699.62,42714.51,42565.59,42600.18,292.546
2024-01-02T23:00:00Z,42600.18,42629.19,42453.68,42515.76,185.648
2024-01-02T23:15:00Z,42515.76,42539.19,42492.27,42506.47,140.445
2024-01-02T23:30:00Z,42506.47,42570.82,42504.67,42511.29,187.305
2024-01-02T23:45:00Z,42511.29,42552.31,42434.03,42454.04,224.563
2024-01-03T00:00:00Z,42454.04,42698.34,42429.71,42619.12,89.595
2024-01-03T00:15:00Z,42619.12,42670.41,42562.33,42579.28,73.302
2024-01-03T00:30:00Z,42579.28,42771.81,42558.61,42767.22,258.036
2024-01-03T00:45:00Z,42767.22,42845.40,42766.53,42777.48,177.218
2024-01-03T01:00:00Z,42777.48,42857.77,42721.96,42753.67,187.816
2024-01-03T01:15:00Z,42753.67,42825.51,42681.28,42745.76,177.060
2024-01-03T01:30:00Z,42745.76,42928.64,42733.36,42869.75,153.736
2024-01-03T01:45:00Z,42869.75,43066.09,42849.26,43019.18,255.137
